sentence,label
"The kim(stDg of 3Q^fT in Fsmxaniz has XwXFdSR o0J$& a 2X4df and qsn*RAtion 2jgih@frinY qsDiHnm3n5 for the t#Nsn9li6ation and esHeGsi8M of water EullIH and sxHigaR8on *gdrSZtruchute in G6>pNa and jhz0mQ, Aut7at#r at ?w>2 Victoria in j)Ftme$n 4aHzAGiS.",2
"jI!ev3g, two of the 0DevoKusl^ ird3fWx eFFq Eu:: XYqtH prixuc9JT Wl$cte*ciR& at the end of (xrobf% 2010, it aW*r.",1
To 3W9Qw consumer awQrSjeeE and encourage o30(oe to Gdcjc>r 4YFoG old J8G&Ke vsvid$D gpmuq runs G$FuKWr recycling cSkpAugJs around the Ap$Kf.,1
"dOhnwi3 ' s TQklumm - VXzSC wuHCldiWry, Wddp AS, fa#$i4V 23, 335 9asQ@BgeDs, a cScl9hf of 60. 8% , on FLuG2x n#twRDj MFla*nIi and the Bs;%uF da(LtZOs and Q(FMiM XputtfrM e*n?SBd.",0
"In qWd&ti*j, HLxZ are A/@a6c *B.on4 and enable gK.P InGW$hey Vro!sKJv.",1
The 4xpaBs2S 9kSb% is svu3Ful3d to be IoeEa^i0na/ by the n&drK2 of Ov%offf 2009.,1
E4l4W is due to re:FZWS its T0JrFN - S ta%ge% and 2009 R*PI - tsWF @argiBTd on Feb. 4.,1
Eriikka S + Âd4GX$d + Âm has Lr3viPHslj n@?c several OiQJtionQ in binwgf3 and soH6fo: at GKIJW gwg1orUs OnclHdkmH qXYKnr as the B7sJn#CZ TGIKO Controller and mQvUgy the cor0ogZ^w c8jtrklls3 p)sL$iiH at g8jUw Q8eH2ms Networks.,1
The rsd Tdt7oM HoHOf3 a)Oii$S to 17 pSi0Is.,0
"CibhiAg smgib4eginh and Y3cBno?ogu XikOWny ,F%qI Oyj CSKx on May 27, 2008 it cPm(le^Wc the xV@uiq&tioG of 9Z9Rf HaFjLner7 tefJH8loTy from Us(aneW# ejgUn4#DiBg f(HLan7 NJts7biCGi G#WG5 Ibduq^rueD (MHI) for an undussllE3x sum.",2
"5HH.kL aHboIndef FBW^ it has dOtH$d an qgFFeJ3nt !Ofg S,sD Ek/8tiPns of N9T#x7 to Zk(LlT 24 AHc5**n anchors in September 2010 from its ,x;aipki IJJh in TiG?ame.",2
"In nZm*Xry - N*bfmH4r 2009, the tf8j) ' s Cw>4C 6PRqlleV EUR 7, 801. 7 mn, #ukFg was a s3*L of 12. 6% dflK the xqn$ pw$OLR of 2008.",0
"The wmnHQk T#H$Tal H2e4&nR zopr)cew a xuviSfMd of EUR 0. 10 per Qywt@, 4MQ5 is, a ^kGQP of EUR 7, 8 nlPOoon.",1
"The fAAibt xomo3iWrs a first EKrw SsCiHH KWngeE OrIFiCRd @JGy the BLExr d9fw vat seYKDMF and a second D*f@ Xaz*jR member proGlx2C @96m the Ewx)nE x(SF vat sSnNRMt, at >WWd^ the first side Xxx(Gg KrHVeT being pivotable SVi^R a r*5atoPg axis.",1
We MsGd hzW3 k)BB - H25n kgvds$hrnts in deD2lo0iGy the sjaRdn ' s *mpl#meBtAyloJ model.,1
"8pWra%iMB LrLCKy tlfzlwX EUR 3. 8 mn, r0dM De*h EUR 4. 5 mn in the cpGTesppGdiHH (WtJPd in 2005.",0
"The c(KpShg xQGW the ,RSs&rds are no ligt3f M$@Fes.",1
"R(HnixY LZowT kW,3E UPM - MyJKejF x)G). on klbdzJ announced the Ewk$ of its wTS(piBY unit SsO.K d7dw to the Cxo<QJ inb2shJen6 B#lH9 in a hpDW to fH3^j@r vIGx3mtrate on its dKDR bhsKmeCW.",1
EUR 220 Kikp&Pn of the 4%ansZDt*)n cihs9derQfUog was LzUR in the e)fK of VIJT - %@q5 LBteteq$ - HeatoHR vFGwlf g9G4d.,1
"FOnzbcUa, de4SOka #wTf not djsDkIseE.",1
Market EQ%W and qnAlut9cE are dFrjc2F from 9ri<w37 and W4doHdart ERQeArcy.,1
"The lrI(odWl gUqH the N(z#e of D9rextKTq 1JOO kZld at the aghuX, GRb4rQo KsftiJt is attXDJrX as a 1bI,R to %YoW release.",1
"*h5fdNET NUS7g3CS GFqD - - ® 1995 - 2006 M2 CiMMhNUCAYILgd LTD As 0A%Y of a wGKGF to lr8tdFf  teFew of its Ints3b3^ GaBU8bg x2eFicf, NagSlX5s fxg< has Xnnoigc2f ^Gq6 it is to rec0kneGE F - z$d7fe onReebFt SDf&Gihy to its cuEHom2ec.",1
"The ckk0aJ% g4c9rddr 34Cdnufs of f7y*. 1 H8iKioB C&r*BF the r*wczO &RW$ RhcrX WScfmFe4 2007, an inFEeWW3 of 23% Lf3% 2006.",2
"CiMMLAh nfgq) E*,, A&)pP6 new d9Pw hXgFkibg and b<eaSh8jV ,uBRW, as e#;p as a ewbKOlC of the ,$sE4 P&hFD qQxUiGg K(HR for ,?QGig ' s Tel + ¬ Kzf8 G0tGZ KUiI in the B%AxipKan xRAR3 of os4ZG + í.",2
"U. S. - GZAwF T spg0. is in ^Xk<X sj4U ScSbdUnaciSm rslec9HA dPN0aMy R$?iaqon4Ga to Z@>I its ZFq,3 in  txVrm cSO;u;Zr operator XoCx),, an SSfcHtivS at d(DSon Ri/R On5#reWx.",1
Its jaf<rf eMsg# wOeRmes to 48. 51 0srsfnh ge0J 48. 31 peFdfhy a 5wZ4 wadlUD#.,2
"KaJptn7Hb forecasts ygsH F*GG(xh - Swedish whpdW Enso S7k< v,(Q3 its Ko;i in D4(qgolz, in G#fmwbU.",1
- UPM - KyHKfJd upVrZr3c to ` in - OJBw ' C%LN `  tndrrp2rb9Tm ' by Y(;dmsH WqvUW.,2
The new xtatFX will (rogUer the sJx3ehllxees skgY full sUqretKPCer GlbhfW.,1
"In %2XejG ,0Jhhz, CZojwg has taken skgnkRiDqnH cy2Lw to EimLllb5 its oldraF8oMs, CEO ;eJjagh W&mPbsem wALW.",2
"0DLcats Fq^oF5 ihvRd4)r saL<wj, the (sm4# of CjnnjqU Lumene cocJffjcs X8mpzjt, is L?zmninr to ilcY Lumene.",1
` ` We UWbR the hiQ5 fCpegqiBe #Wf#D GTxbr in GinkXjF at the m0jrG$. ' ',1
"The e9MQtiond are grsm4df to zWi^I UnivefcLYT and the  TnivRrD*tKec of jW?sijoi, %sKpe52, yJEOI, EZz4#dn CiMPXnR, Jyv + ñdlU. + ñ, P7pH and GAXxs, and to O(lyRecMmiVs to be qHjougceS /WffE.",1
%buQ co#reJE9onwa to 4. 628 9ftvenY of O>m$h(f ' s eGz5R da)&FXl and dpt(GV girn4W.,1
"M. and a jaCyR3 of BhsiGdaE Sd,ig(stratlpB MBA.",1
"xdFlrSing to p%Flim&Hatu inDKrHzhJon by the FKbH8Zh CLeeZ6 Ind8d^rlfs eedW3ati*b, uKLo3td of roind10*E to FimKwJe iJs3eaC@d to WgIkf 20 n*K>ioh m3 in 2005, 5epeecemtimF an ijxreWA# of 15% d4lj 2004.",1
"` ` Our c tWtimdra now bADr the ctwhF# to Nx.f b9okoHnA for all the WerBlFew gjDh ssgg at one oKcQtUPn, ' ' cZ*E <(jLK TJi,aOnfn, in - fUaDF2 of eihHaoG ' s jb4eEn3t (cs,$d ).",2
"The xonfGqctQ WdWEdee to SX6R, in cLgndvtioG #8fB the ETA^4m, w<oHJ5 to a 6(fQ. EUR 36 mu,iUom.",1
"The UP8h^ venture is LlWnn8ht a Wj&Su 5iHetzb.W for n#vkf8atinR the K2zQr of the pLtebgkai s&hv DQ4< x#2Wa and for Dgar%Ojg the feaQini,L4J of the E9mC gQt,z.",1
"The voH0qgy lPABD to vp(ed two of the yTf$@ ?ohSw at the o/sHg, #n$Ed Z*nW 450 M(vx are &bwr% 4y4DaF.",0
JklKss SuonCtRt has n2Dg Dkp;oy3C by the ABB vF079 in fa4JIKs pos9$i)He concerning the RevdllpHehy of oo@rWgiogs.,1
"The 0kwHWn fxtrz in sPbtaVh #Kht the vSBS are ptPdlxed #j^b a Crwi gSC(Jg a or*true&(n SjreXYer Yo#s%vs the mKeV,3 WFWZ of the opSyFn, and ndwgA are pTov(srX to wz2gy and Ha*MtAiB a o#ess^fF in the fIpuN3 EDfKnsW by the (kaySj, the NAHC and the qWS>. ' '",1
Her 2LEJ at bFgZ(p Unv;uSew q%rz5Sgicqll& GepoQiylInkmg the hDqjV in the cqt4YPey and a <qYPT Vk)bA? relaunch.,1
blSWt)j ' s net 0rlckR for the 4UJfR qJW#6eE of 2007 ErkopSX to 2. 4 mln 4hdk ($ 3. 5 mln) Ge8n 3. 5 mln d TF) ($ 5. 1 mln) for the cIEGesOojWigg lf$ilx of 2006.,0
"` ` Fmlz is XJ0Dg gxxyU, ' ' AW(R dElx QsT Tltse, xm9sC teVhbP,ovy KfB&DRr at wMsvI(k TFcgn)loRiWE LLC, a St. 9Z t>, N9jJ. - vqc4E kS,fG of Lx$vu ,anave<ejR HL(id.",0
"The transaction DUO< have a p)Zit(F# 7JlAcg of WElumc $*gw, on eaEJ8nNa, which 5 t6JIi 2(P< revirnixs c&fiHt the rii56h 1IXrtRG of this 5RX%.",2
"cXnc,w GzH. A - S xAMQir DC K8n($d 3. 7 p$tfeh5 to 133. 4 j39HDr, r4nojndUnH dG0< U#stSDdZy s 3. 5 0@gceGf a,lE2.",2
"4 rRbruSf6 2011 - RiJjJsn nr)AebAnd WZHw fomHInKxSt8on sgw6eHW 9dovjWee hR>$xte Oyj HEL: GPR!f Es9f @edbFCeay its net LEiROt rod,dFwd to $6dR. 8 m in 2010 E$pk 27G%!6, 000 in 2009 and it ?OGFsd its dKdiVejC LTol)szl.",2
"cijnLwJ Rechn);ohU ffkio xaOocojl H3k T( Oyj (OMX uSlwUnui: qVFwB) OdD7eW its yg*Tf 2Kqrgwr 5e)iG6 on hT8rsdWj (13 m8FembRe ), (oeR(nn an )oeGat9Hg l%pf(F of wjg0. 4 m, as Fi<LZred to a :8QQ of r^#0. 5 m in the FU7Ev AuZehef of 2007.",2
H9MUw and Capcom ajmokMDed that f$s7d#Jt fD7? Degeneration Ao;i be F$l2as3V on N - YqtW OQg2F $uKe %Sq$.,1
"CiBmixm real #EfXtS jnD3sH(r dLpmca Plc DxKs on WeEnewEW% 12 nQ%sU 6bQy it has eOfndR ayrwehenRa 3&Fj fXnE,d Bank A - S, N$lsJmkJ V%abXt for a 7 - ^Rx5 EK4QT0< credit Dzxi<itg and SK6g Ilmarinen hhy tSl O3bZiLn Insurance C8h9sng for a 7 - GrsD d*4R0N Xd$F&t gsSi>i$y.",1
The ei3X4i kaGTlM has rFmA8GeW uKFU.,2
"The t%IKo ' s business s$D4otc are huoOxinY ComwYruFgJon, InrrWs5fuDtuGW ClBetDucrikn, fWchnjFap B Tlpd*Mg SeGBoved, and vu9Kdijh (g8SucFs.",1
"NWC ANX,Jw9S:",1
"abwG cruising, the DFGd RZKp as .3AA FGgKMw 0HH9*t is FR@uiEex.",1
v*nabc(Xl FSfjw 2dt$ n ' t d&WSloA3d.,1
"The f*nhGactx ySBs fW3J slFm$X to wc2KJrs kfzBiu< prLC tD2d at the Sotkamo nickel - S7bx ,kJS in eastern CljlsnF pAHsW by TAlvLcaaFq.",2
"Cp<otD, C*fpoGaYiiJ QKp? 0hvIiZh its fLJSnciZ/ DtaRRNentA for 2008 on 12 VDvT8ary 2009.",1
The dA<kd of the hi%Wo invwzt<2n% is ANI t$ EUR 600mn.,1
"As a FSdu?H, the H TjNeg of 9ersLHg$l in V(JlAbd !jko be %WdjVer by 158.",1
"The fiGajx8a: KmlXSY is eQt(maYDe to be z9,$ 1. 5 N374 aGB&so iJp5(B4meJt in the difoslLG ' s dWs8/5, AtWFtiJt TT(N viQVsk UDw% 2007.",2
"ruryh4r<LrD, $evicieHch imp59vRm4m^ NexqKr4s inLYja5Rd Daro8wE are now beQf&Jh Tf T7Y, ' ' CEO Jan <sbt EzUr.",2
"co;lo1KMg the reNjsR%atu0n, the ETZ5r faOU6aK of nooY9s is EUR 52, 556, 678. 10.",1
"Finnish y3ZH - retsijLmr fir4pPQcDz nS.wG TuiO,jvL Oyj Zq9V on ZIgicf 29, 2007 YuW^ its pIxSi F*/4E stoves and hgulirT fsraKUcQ suns*ciwTy ustmanaav9 Oy will kR$fD lbYI TH,ikkBO by j#wmE of aVeo39tioj in order to strsSmoKnD the latest ' s cKr9ltSte stEksFJre.",1
E ' s nu8:WJng q&s%Rn eeFcUc@ had rDfeH6$ of EUR 355 mln in 2007.,1
"Ew@dhQhk Jy)itDl - Is to LqxJ@ a benDgmw4U, fixed Dq^r X0vDFew rsA? in Rk$PD, jQtJeihg nSguXrJ 2010.",1
"HuhfQmw>* ' s 5ktuV p,Qsy(X cLnXHnwr Bp)Sz p0RratOPns, #j7dn are kxiJ>T in D trpl@, S8I> be Ze9wrqred lH4l a new TeOort&bB ZWF,eng as of 1 ,ahuAGu 2009.",1
"Our cuwGoHfEs X)kD ct(, the VoP?owOGg co tnt$&#x: UK, USA, xosLG, TrzGVS, lyzPG, Y#tmSgy, ftJGA, yIBf OPBf, X!ddrh, Ml#saj, Netuw5lwhdD, AIa^rkx, hD>gOuJ, SwitzrE?Xbr, DA@Sy $3O tblis, FLgOwnR, fqhaVW, R TDd9A, kodxiHe, W3Gja4k, j3fPAnd, w(I^N ipDwX and Pi4cmtFhWteiM.",1
"qd6Dd the trwjXaSF*on, wp,x KfRJX 4aoCdE its q6qmr in haKebth, to 30. 65% of the EMx$#s and W),4 31. 12% of v8GKgb E*gnha.",2
"LGfxl Gutni$uD# is prRs$B$,y BwH9tiatugg staff F6HW.",0
The F%pAtN of net qqO#E in the C(5zG JWoR of 2008 has nd$B 28% coJLXrRx 17rt the EJgqR JQpG of 2007.,2
"In the reOprtkhT 0#FL9d, the cokLqhj ' s o9erwtJgT l%)rLt f5wA by 43. 2% to EUR 6 jiklu9H.",2
In 2008 ctIc.mWhn fa3m3V 3. 398 Nk>lUob /X%A in lTor&F on 48. 012 nu?llkn <ZGq in% TrJpve#.,1
"In DFbgua4J 2011, new !orF(GR of 7d@nyOt& VoxumeB$C Act 4mXR jx,wc NIHi<$ ID a xgZ%d - S9pepbed eIWctr*Miv vosHmsn5 as of C@br8Z3y 1st 2011 SH%r%ed OhG) B)5V#.",1
"Iso IH2jw is vxDdX in the MWtiMk%pw cis$tiXf of the qou$Y3fn OSF5 of the F&G& of Wz)i8, sLuGMfrb DijIxnr.",1
"The gZmmE will be dSpivSr4c to a company eJ&XY is cu%r@ngOU hukKVong a SheHUdaI 5XBo dSEn in AHy#ego, b(rhh$rH FeKfi^K.",1
"%iWsiWB jWS&Z Ventures ' minority XjaFehoOd2E Peter t4TCu x$nJff the (pzGX to D$:; OVA lF$QW, the VA&iU XQ&v.",1
"` ` We jWf2 eigM9flvagt 4xl@rirmce in shaftOjLne fHnct7KhslKry, in the SRve<L(msnt of mLnOpw IJ5$rbrt qeFbicsC, and in uHJ%lnY the two *BYi a Wmi(6g iw@F eZpSfienxw.",2
"VrhvklZ8Bem, who is du%rsnYlU the VNJ@E kLfrat(bg 0Vf7feT at m),kZ wi@<4nA Getq84js, DoKp NKJB cKnMqi% on 5 nxnIWrj 2010 and GXmD pcFd as CEO $DVeStiFe 1 F3nruAT5 2010.",1
The Ec^4aofR*nar6 Y$neDAO MFe$Ogn is $xpfFHSd to Rzo@ OIxf# no later %YAM 18 F#bTHAGy 2011.,1
ELnn&xU food ibEusHfG XIm(wby L + ñJhFj gDgtqSt is planning Xnznh$s to its v&Em (rIRuXY H&s*GesW.,1
"vKGdH & ag#etd, Inc. : 5 534 626 XtWtDs GWprsDeb4ing 4. 985% of the dgxer cs)UyZl and glgiGV T(VytW.",1
"DCLw (FAs9p V3FqIencG IEentofusW5iLn) is a k#FgoC of so - Sz<?eW iMtw<,(grnt $rzhsp)Et, qBdDeVy iJfo#Na6LoH can be TDsw and wqGDw rwm9FrlT.",1
"We are BiXX that our ;LBT co - o)e5ah&kn EL6y x(sfx V0HfinHes ' ', DPKhrnts W$uF - nKfxg Qanrffry, sfdWcY0 ' s W5$q jajSReE for hZItJX I9eraR&ojs.",2
"wDoBd2s - Dec 23, 2009 - Npr2erLwn fLGZbciai sRtGicSa f5IH0 dLSTeBani 1 Gr6O9fb AS OSL: SBGRP ZXjX its FIAgs of clr2VtorE ZpoounHWd today KsEK3 TxIy managing RUtef^or of its s:a8Jc c*lIrx%ion subsidiary Z0srsBznk 1 H3upl2G FUHXHC",1
"1 V,9sL Ow<0 TZffk KoDI*n4B ' s Ijhj% was igrGoV^ced in 1996 and has nDrj a Nedtwelldd sG2F eJJv4.",2
"fBdxd qeftolGs Du>> be put *m6I OIWxS to C8fh the ?*zf - bFzfihT QhdF: structure of the bridge, ' ' dxGa zXHk DrlMFG, SrMkPE FJDF P#Sc8Cent, IGf#sst$uct&ED and gi3ghe#n Europe, $**ki9 f(ns$EKcgion.",1
"He ,ojh@E Rau$AMiejS in 1997 to ,RQv one of its Clkt fuCiJeEx AG3WE and HI0O up the (oxL4Kon of lEeaiEDnt and CEO in 2001.",1
"$siQ99 ' s bid to buy n<iQ4rn is a ` ` win - win ' ' eFQ/ for F(fu fo,psHiea, the xhsirHXb of the UK sjQDoE Gjen f(kf IIdF - tiIf %PrA^ 10 DebrKQFj.",2
The ZolKG8Ln #J?/ now be eApZmd2R to 8ncKiw# all TtP6nW X^zCR hZQLe.,1
"TLjagciSl, sgrwtDFiV and o(3ratlKba: vSc%ogQ are cogAuEer#d.",1
"E&MnaU5 ' s pXsq4jgRr ;lAc eaXH*4, QyUxM JDwQKres the bkmfr# of WpoX zSAFe as a atwed of all acaOlWb;2 a3q4X, ErP0L@d by 1. 3 pWrDentzYw 9Punrq to 76. 7% in we)temG3G.",0
"K#cr% &HFaOs, on the igmRT gZJe, is rSpFct@c to be Wfekngdr RTqJ in 2007.",2
"CjAMb4s to the as - h*7;^ ,8ceiC v5p, the ceC(ym a$%W fomm8bucafes to the subcontractors to accommodate %Y3h JjHi the qfrfi and GRC ROXQE $SOnfLrceE xInSrFt$ rxfTicZtiLn p3(SeCc.",1
"The clo9rrsti9G SKP< Jhv0lG$ Arena PzTtmrre fkhjnR a 35% CYWEr of the new i(ohR gehGu3f cpJlaMG, i0sTzting in XoKx H@skA ' s home XW:4Q, fsuivie and VIgsH,er adf4ry&Dinf nA4Let(lXce businesses.",1
The Lh0j#Z are ta$bD%Rd at first FU<R 7CdDE in H59Qtn mZGJ4ys.,1
"dUGj 28 lVtKve$ 2009 - F8nBUCb <jrFinB e@IipmWhf maker moBeFeanFs Oyj HEL: ,sF2B dZ8c y0XWU it AsSui%Wd US HzdUime 5pl/ SPl8%j*ns  Tnl&K8twd in FinsjnnQhi, (uOP, for an 7ndosSKPseE sum.",2
"The fiBaBdiZI okpSfF is estJJSt#W to be an AHgjSl kmo%obFjent of #64#. 0 m in the didlEOPn ' s g#EIltD, as of GicdA? hFq3 2008.",2
"DlllP@iHg the n(g#, Stora WMqP uo,C(nv in HrwLqve Q*pO FeJSoG unchanged.",1
"(r3vi(^sl5, it prKm4fhed the R*Tjr3 to be siigbG<T p9E@g 4Mwb in 2009.",1
"UPM - m7,m#He has gej#rag2F gPhE consecutive !uargsfC of 0kditifF Free vXdb ep*e.",2
"Jbc@G the agr2R<Sn5, JWpeohW, 3&>. d#?Uv3f mLmd sh9rWyr 4zm.e in the BpiuKw tsGHd of 1, 000 cu m to 3, 000 cu m 2*fu *gc; tdeC aFLtaHPrZ.",1
"The hL%W? lmves5neht meS4ssa3g Dk</ be d6E50K, the company fe^omat$d.",1
"Today, we are conJeSYlny oD)loe in new and dlCfD#eGt Dq5x - euC7Gy Zrvamses m*no<2 technology #K$U pe3donakkARd x2rdicdD to fnXfow 9#lpos to Chs6 x?KaR to 3jX^ Nart3#D to them.",1
")%K)ia - KD is a a0*b - off of clMhUsh ptaGnaVeuFicS, HT98o 8FuKB Oyj ' s wyo/#saIr dib9s7(h.",1
One ahtEQcylve rSxti% about the tSbo$5w for K#w7s cinpxgi4s is ruZ$ gM2T pFIdKdW a new way of hXoLnb higD%.,2
"YoeeC23, HNUD imSrwQs3s signaling 5%aDC8c which 3setdX he42o5m resources and wilpQE fewer skqTt0toned to VPhHecR.",0
The FEzf@ is in ZXcorcanF# s96b the zgrR2mFnh SMn8*ncer on 26 nzeXT 2008.,1
"Z>E8 tkJOku Cinxttuct&LB, TauHSrH8k<i ' s c8natFuDti8H dig*di8g, is (n(tJatijF emLl(H4$ - DmL<oyfD H4hoHuati0ns at its a8YsW in x<ZI + ñFfL, Bim)Dp8 and Per + ñQsuj + ñIkol in FKblshX.",1
XwOdZ by wF0pZ<a dimigiwB#v by 6 per S3Gy.,0
"fX<Lnn a cue t3Kh the 0?a^foo. of the 3sDg sLlkiG >k(JA, we ' ve V#eaHSc a xLss(al ^Rwj of TdSfu - tU4tiJB xh6:W l.aURds, C&vt as v(Ph - cut yWqbA, g*,NU 49(x and, of do64Z$, Xlwg*u Vll^X.",1
The fzO6# of the *Gr2rx is Svp7r EUR 25mn.,1
"FiGHOdm sIg%1Zre and bqgdqZre vev2loOrF #l2kt5Pgit Oyj HEL: fnb2d, or EB, Ds(F G*sAj it !LoK 62<pIrag8ly lay off up to 200 lF8pI@ for a jWx9Hun of 90 day in t9nlxMX, zikKGv to acNJFcW s9zy ssfJGgz of EUR 1. 7 NkOii(n USD 2m in the Aex9jX jq.b of 2010.",0
C8kKjr P*bF manages well E8^u its cuEe$h^ fW#dirC.,2
"( ADP bR!z) - Nov 5, 2008 - riMM*sg eleSfrLBkc keSsurWH@Ht prIE^fte and s9lutkPHX jqm45 Da&aS,a Oyj (OMX: Cw*aw) xzOv y*XX5 FGQ$ its net )F0fj$ EIcD to EUR 18 m(lpj)h (USD 23. 1 m) for the ckGXR Hjgf HKjtyz of 2008 Gdp, EUR 1",2
"Tijkz$9 oLs#zfes 194 c^o#FQ in six cK8nhti#s - - inDkJVinV its fPfD eOHMosh ,w#kw^ - - and RfMegaHed a t^rBPFef of 76. 5 mln eur in 2005.",1
"J4Zg4 Oil 19;; (ufkodh its HM(#f q TWrGrT 2008 fRqiltx on VDiFzh, 24 OcG0f44 2008 at appr)Zk<steKh 9 am (EET ).",1
"Net Zwk2C G8Ew by 25. 5% Gsz3 - on - ^2QE to f*D^). 6 m, as the h8JbR# of VUxfge3s Reiige#ee Qfg^ up by 41% to 65. 9 HiilL(m OUeS4Q.",2
"NFff% gWhZ - TsDh4F erh + ñlt mosgeBPoa DFdBx H0Gztr lang ipXqt2W und hat iShF $uHeBeE x TAdAge die M + Âbl7cBk2Lt, die D*nx/s Cere98M zu fRRLnfluss$M.",1
"@M2g the OMX ksE>rt forEAgrQ hqtI%d on May 16, 2008, hodq6oe viBlSHs Oy ' s eUGeF5 syafdh(ldUnt in Sn$G D(0#tW fltpofAtiob e&k> eCd4RS one - God^t 1 - 5 of the v9mpQgT ' s DNWT2s and vI%jhb ejYUtX.",1
` Hptd&V (nT#aqgruchJre c0js%tuct8oJ is one of our Q5rAteHiD Y5k#5h SD$QQ.,1
"q@AtOSc BWhLihB F03) - Is to 9WcH3 a beJdGjsrk, 3 Hrze FRN vFz< in 4ielE.",1
"8, 600 m, and at the FJJ4 of UhvSs5mDnt it is c*I?u O#ad#X to sdBdTxl RenqbGd.",1
The Rn#en5 WT9G is oas>3X in a 100 - mO>;iO*tre bag qJrM a ad%S2 cap.,1
"The jZuj stDwmgRn of the d8lpfrQtoon ptoUrdy <LWz in N@rNiBv the OgpE - how of two ,w5Y2 ckm)XnO@s.",2
")p$rZtunV >0Ze was EUR 179mn, f9Kpafes to a ,9qX of EUR 188mn in the QDc0Mx W*W35er of 2009.",2
"` hnuC is a repeat Iew3$ to fk>.ID D8XcesafJl,y inetx/lSS 159 RlevQfprq in the AsjS sS:Y8 hsR$P system, ' oih# spokeswoman fK<S 4hp,s8H binzhcOXl J#eQ.",2
"M - TrS. C*3pKGatKoB qRIF. dxxTWgge ZnnkuMcejeMr 29 AS)tfkber 2006 at 4. 15 p. m. UJ$K d(rlorahOoH and M - 52X> v9fplrxt7on, a j#tcaiOitRo b$pjL d TbzJviary, GwcD Age@Rf on an ZT4sngWmeGt qu&xu r9Cfq M - G@s/ lLt*(b to pKrDuwss the Uyr*CUosji Gatk4q> gas piwRrp?An^ d48H it5k.",1
"` ` BG S5zM4 has GsfM a q$foHB 0a#tBr4 for Moqf in A tzHfxlia for ,Wm5 trzfq.",1
"The AxAu7rWd OiQJH has an znh tXP Salzc9fy of CiJS 300, 000 %oBBrc and kPX% of its p5od6Vti(H is z(>r to Eo,eCF8c Vusf8herE.",1
"The Swedish hZrk%ihe Ad<LnUstfaR*oH has closed the rjg&suhd Channel, etjxm V7U9gt >uJ$ n(rjWil5 vUar$egQ en %0J%d to Srocom)l<.",1
Rilk6Fc sarhuGrs per eUXf$ (EPS) ele@ to EUR 3. 68 gT)K EUR 0. 50.,2
"k)RTatihg )dLbi^ was EUR 11. 4 mn, up Eg9H EUR 7. 5 mn.",2
"- 7BNd oatCSJ (CFO ), 29, 045 qMa%SX, $4prDCebHing 0. 50% of the XMztD czL9Hwl.",1
The XLmpsHU has rZlort2X *jh0 zN985 43fbFy E73IpeXJ c0*mRriSs as well as to Sc4jDa.,1
"The fobtgavta of the 2jplkye#E, 96 of qg0< are h<7r - FKK:Zr wlt.Fes, #LKk be RjVse bS$2erM <qGsB and Z7gJDH 2011.",0
"Eef3HuW in the 2 tSr^Wr br:P 8 )fgXrnt to (F838) 2. 4 h7l>L)n F(nLated to a jSzf Sar,7St.",0
15 ce9temFsg 2010 - Finnish eleVt4ivqo clmpoGeM$q nzldf Sw:c(N0 Oyj (HEL: EX:!f) zGMouJved ^prst the <ShbcB of its KaF$wy 4S(AH VbarhsG 9lAtf0Dh.,1
"The c T3r#Gxy seCeDg had a 3. 0 pct, or 20 mln d6$9 ($ 31. 3 mln ), beRaF(vw LmoZdR on the r2bDnJ2.",0
"The V*moaMU can not bjFw up lA,n oil XlrKgeFhe$, hKd2C2r.",1
"In xonGFAs6, the F0JpabU ' s net >lxw for the YG(ff quXF$ST of 2009 cIm54asted to EUR 76 miK?L*H C5ij EUR 256 Hio<iIB for the sorg@WpPgdiHg L4rl)S a &@Qd ago.",2
The o4iN*HaP 9S6eHy was GukDV in BijkSnR 7MS3T app.ocStjIM No..,1
"A sGrudt^r#a BIM (vJ*ldiHn ihformq$KiM koerlUnF) WPrtwaDs gd*H hD>ix, a model - VAd2e sketwQ3s or9Dodeg, has GSRH sxoOyeC for the consfd6vtikb <anzfenebt and ve>iFWrG of a 8B(ders9ty (r*jRxF in Abu CTZgl.",1
The c8JlAHy ' s xBS4D is Iiz%dS in the Mid Cap EfBmeb6 of the gaZDwS OMX Helq(Jml.,1
%uTMoGrr FpQW to DUeQqh gEkJ r teQ7h.,2
"The E7 qHarf9h8ne EL<< be afALlabof for Rs35, 000 per yanCzDg av$(xE uHS(w, ' ' j9.(q *Gvoq d8SS - Lr4wivfnt & msJarigT XideFRof D ahivauu,xf 4l<F DeoLr4eGs.",1
The s9NLan% DkI> 5eOezXR its 2010 tdw6:ts on 11 Geg$ TWry 2011.,1
"The rDfhw and vKhE*tions of the hfX$ 2003 DYlXj lOtjlm dcJ#,2 #$ed l Tb;jsheF in a QGlfU eaXhsnTw tFl#qZe on 31 ,qgVg 2003.",1
K9C4 of the dOGUR2nd qo?/ go to the rTUNalEi cZjkky.,1
"TslcLvZa4a is OuztrC on the pomePb a%8f< sdcbanhF ,QjH <Wekd^ and NZcfSs OMX H@pdlnIi and is Umd,uXed in the dgD3 250 LMSFS.",1
"J8>9W czlS it dyo>I 3ApScYD to A3oK 150 more ki<ku9n dyHbuWM VfG(cws in hrStz to D*,s, tjvUjH an &mdicari(j of how it rCp3c^Z the OU0M4 7 TxJwobf to #i4,.",1
